Type;ESRP-3;
Version;3.46 SP1;
Date;12.Jul 21;
Mode;ANALYZER;
Center Freq;10000000.000000;Hz
Freq Offset;0.000000;Hz
Span;2000000.000000;Hz
x-Axis;LIN;
Start;9000000.000000;Hz
Stop;11000000.000000;Hz
Ref Level;106.000000;dBµV
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;40.000000;dB
El Att;0.000000;dB
RBW;9000.000000;Hz
VBW;100000.000000;Hz
SWT;223.000000;s
Trace Mode;CLR/WRITE;
Detector;QUASIPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;Hz;
y-Unit;dBµV;
Preamplifier;OFF;
Transducer;OFF;
Values;8001;
9000000;30.852005004882813;
9000250;30.851951599121094;
9000500;30.851890563964844;
9000750;30.851837158203125;
9001000;30.842674255371094;
9001250;30.824363708496094;
9001500;30.824310302734375;
9001750;30.842498779296875;
9002000;30.851554870605469;
9002250;30.851493835449219;
9002500;30.8514404296875;
9002750;30.860481262207031;
9003000;30.860427856445312;
9003250;30.860366821289063;
9003500;30.860305786132813;
9003750;30.851158142089844;
9004000;30.832862854003906;
9004250;30.814544677734375;
9004500;30.814483642578125;
9004750;30.805282592773438;
9005000;30.805221557617188;
9005250;30.805168151855469;
9005500;30.823394775390625;
9005750;30.832466125488281;
9006000;30.832412719726563;
9006250;30.832351684570312;
9006500;30.832290649414063;
9006750;30.832237243652344;
9007000;30.832183837890625;
9007250;30.832130432128906;
9007500;30.813796997070312;
9007750;30.795440673828125;
9008000;30.786209106445313;
9008250;30.795326232910156;
9008500;30.813575744628906;
9008750;30.822654724121094;
9009000;30.822593688964844;
9009250;30.840782165527344;
9009500;30.840728759765625;
9009750;30.85888671875;
9010000;30.867912292480469;
9010250;30.886009216308594;
9010500;30.89501953125;
9010750;30.904014587402344;
9011000;30.903953552246094;
9011250;30.903892517089844;
9011500;30.903839111328125;
9011750;30.894737243652344;
9012000;30.903724670410156;
9012250;30.903671264648438;
9012500;30.903617858886719;
9012750;30.894500732421875;
9013000;30.885383605957031;
9013250;30.858078002929688;
9013500;30.821563720703125;
9013750;30.794075012207031;
9014000;30.775665283203125;
9014250;30.757225036621094;
9014500;30.757171630859375;
9014750;30.766304016113281;
9015000;30.784614562988281;
9015250;30.784553527832031;
9015500;30.784507751464844;
9015750;30.7752685546875;
9016000;30.766029357910156;
9016250;30.75677490234375;
9016500;30.775093078613281;
9016750;30.793388366699219;
9017000;30.793327331542969;
9017250;30.793266296386719;
9017500;30.784042358398437;
9017750;30.765625;
9018000;30.737953186035156;
9018250;30.710189819335938;
9018500;30.691604614257813;
9018750;30.700820922851563;
9019000;30.719253540039063;
9019250;30.746879577636719;
9019500;30.765220642089844;
9019750;30.765174865722656;
9020000;30.765113830566406;
9020250;30.774246215820313;
9020500;30.783363342285156;
9020750;30.829048156738281;
9021000;30.865402221679688;
9021250;30.883499145507813;
9021500;30.901557922363281;
9021750;30.910537719726563;
9022000;30.919517517089844;
9022250;30.928489685058594;
9022500;30.928428649902344;
9022750;30.928375244140625;
9023000;30.928314208984375;
9023250;30.928260803222656;
9023500;30.928199768066406;
9023750;30.928138732910156;
9024000;30.919059753417969;
9024250;30.900932312011719;
9024500;30.882759094238281;
9024750;30.873626708984375;
9025000;30.864494323730469;
9025250;30.846244812011719;
9025500;30.827964782714844;
9025750;30.809638977050781;
9026000;30.791275024414063;
9026250;30.800376892089844;
9026500;30.818603515625;
9026750;30.8367919921875;
9027000;30.854949951171875;
9027250;30.854888916015625;
9027500;30.863922119140625;
9027750;30.872940063476563;
9028000;30.872894287109375;
9028250;30.872833251953125;
9028500;30.872772216796875;
9028750;30.863639831542969;
9029000;30.854484558105469;
9029250;30.836219787597656;
9029500;30.817916870117188;
9029750;30.790420532226563;
9030000;30.772010803222656;
9030250;30.753578186035156;
9030500;30.753517150878906;
9030750;30.753456115722656;
9031000;30.762603759765625;
9031250;30.780914306640625;
9031500;30.799179077148438;
9031750;30.817398071289063;
9032000;30.835601806640625;
9032250;30.835540771484375;
9032500;30.835479736328125;
9032750;30.835426330566406;
9033000;30.844482421875;
9033250;30.84442138671875;
9033500;30.85345458984375;
9033750;30.862495422363281;
9034000;30.871513366699219;
9034250;30.889602661132813;
9034500;30.889541625976563;
9034750;30.889480590820313;
9035000;30.889427185058594;
9035250;30.880302429199219;
9035500;30.871177673339844;
9035750;30.852943420410156;
9036000;30.834678649902344;
9036250;30.834617614746094;
9036500;30.834571838378906;
9036750;30.834510803222656;
9037000;30.8526611328125;
9037250;30.870780944824219;
9037500;30.88885498046875;
9037750;30.906898498535156;
9038000;30.906837463378906;
